Username,Participant,CommentId,Video,Aspect,At_video,Timestamp,Enabled,Text
hal66,49,579,Tutorial1,2,168.2,12:10.9,1,"Less is more.
Have your own notes hidden."
hmf43,51,1544,Tutorial1,4,73.1,24:50.6,0,"Gather raw information and plan it first, then add together."
iwd13,53,961,Tutorial1,4,165,05:53.4,1,good work man
jah276,54,842,Tutorial1,4,130.9,32:36.1,1,"For me, this way of presentation is very good. What I can say is that it seems like it relies most on preparation. This is indeed useful for big presentation with large audience. My question is do we need to do this each time we have small presentation like a group presentation? Usually during group presentation, we only given 10 or somewhat more minutes to discuss. This is usually used to find ideas, so it is hard to present well if we are not giving much time."
jam366,55,1038,Tutorial1,1,68.3,41:00.4,1,Use visual aids to enhance what you are saying but limit the info on them so the audience focuses on what you are saying.
jan110,56,692,Tutorial1,4,173.1,25:20.4,1,I've tried to do this in the past but lack of practice hampered my efforts.
jch359,57,1656,Tutorial1,4,3.1,47:19.3,0,amzing
jda135,58,946,Tutorial1,4,0,35:48.6,1,Reducing the amount of information per slide helps to convey ideas more effectivly. I think that mire slides with less information would be better than fewer slider with more information.
jdb139,59,766,Tutorial1,2,0,51:27.2,1,I think clipart is being unfairly criticised in this video. We should all add more clipart to our presentations.
jfm94,60,1549,Tutorial1,4,164.3,50:17.6,0,"What i found useful after watching, was that fact that you need to keep the slides simple, and not have too much on them"
jhz11,62,495,Tutorial1,4,2.1,17:32.7,1,Don't over crowd a paragraph or slide. Less is more
jmc564,64,874,Tutorial1,2,0,33:12.7,1,"A great point that was made was about structuring the presentation much like a book - a hook, then building up to an exciting part just before the end. It would really help to keep your audience engaged."
jmi109,65,1439,Tutorial1,3,173,35:17.7,0,"Keep slides simple, only one idea per slide."
jmp216,66,499,Tutorial1,4,168.7,05:58.3,1,Keeping it simple is a good point
jrc152,68,1654,Tutorial1,4,15.1,45:26.8,0,Less is more
jrc152,68,1655,Tutorial1,4,130.2,46:04.1,0,Cant read slides and listen at same time
kbj13,69,673,Tutorial1,2,163.6,23:40.9,1,"short, informative, easy to understand"
kla111,70,764,Tutorial1,2,173,30:52.5,1,I agree with this as I often get bored of charts and graphs on power points
ksb44,71,1221,Tutorial1,4,31.9,37:31.2,0,Limiting each slide in a powerpoint presentation to one key idea
ksb44,71,1222,Tutorial1,4,136.6,38:37.1,0,"Using notes on powerpoint as a guide, rather than putting all information on the visible slides"
lco72,72,1653,Tutorial1,3,33.2,42:49.6,0,"After seeing this,  some of the other videos seem very cluttered when using visual aids"
lem72,73,932,Tutorial1,2,18.2,19:38.8,1,Don't put too much on slides
lem72,73,933,Tutorial1,4,103.9,20:39.7,1,Less is more
lfa69,74,1605,Tutorial1,4,0,50:00.7,0,"Always used boring stuff, time to improve"
lfa69,74,1606,Tutorial1,2,4.5,55:34.5,0,cool
lfu24,75,1399,Tutorial1,4,105.3,58:50.6,0,"clear voice over
pictures and animation keep audience involved"
lfu24,75,1400,Tutorial1,3,134.5,59:38.7,0,"Don't have too much text on powerpoint slides, expand on small points"
lgr44,76,616,Tutorial1,4,70.5,41:02.7,1,"no built points, charts, tables, figures, clip art- confusing and boring"
lgr44,76,617,Tutorial1,4,66.4,42:36.9,1,"focus on story- structure, build to conclution, less is more
1 slide 1 idea
visual
people cant read and listen at the same time"
lib17,78,751,Tutorial1,3,162.5,15:01.1,1,Didn't realise there was supposed to be a structure leading to a climax
lkh56,79,984,Tutorial1,4,0,00:15.7,1,"tell only the story that you want to tell, be clear about where you going with it"
lph46,80,1146,Tutorial1,4,0,27:03.8,1,"""simple structure with clear beginning, middle, and end that linked together his various points and builds to his conclusion""
""less is more""
""use plenty of text to help him remember what he has to say but he hides it so only he sees"""""
lsc74,81,1021,Tutorial1,2,10.3,48:08.5,1,The clipart does become distracting
mba168,82,1284,Tutorial1,4,58.6,21:45.9,0,it is better to give the presentation like telling a story
mba168,82,1285,Tutorial1,1,99.9,22:03.0,0,less is more
mba168,82,1286,Tutorial1,2,127.6,23:27.7,0,people find it hard to listen to what is being said while reading
mba168,82,1287,Tutorial1,2,144.2,23:52.1,0,putting in more effort is worth it in the long run
mbw49,83,1042,Tutorial1,4,109,43:06.4,1,Need one idea per slide
mbw49,83,1043,Tutorial1,4,91.2,43:57.2,1,"Can use other presentation aids such as handouts or whiteboards, don't always need a PowerPoint!"
mbw49,83,1044,Tutorial1,3,121.2,44:51.7,1,"Use visuals to show ideas, not text"
mfu36,84,414,Tutorial1,4,65.8,46:13.6,1,Focus on the story you want to tell
mfu36,84,415,Tutorial1,4,75.1,47:54.5,1,Have a structure that links together various points and builds towards the conclusion
mfu36,84,416,Tutorial1,4,105.8,48:56.3,1,One key idea per slide on powerpoint
mfu36,84,417,Tutorial1,4,112.6,52:05.9,1,Build ideas incrementally
mfu36,84,418,Tutorial1,4,120.7,53:28.5,1,Use images to tell story
mfu36,84,419,Tutorial1,4,126.4,53:59.8,1,People can't read slides and listen at the same time
mfu36,84,420,Tutorial1,4,136.7,54:32.5,1,Hide text in only the notes that you see
mfu36,84,421,Tutorial1,2,149.3,55:18.6,1,Practise makes perfect!
mgd37,86,411,Tutorial1,1,167.2,26:00.7,1,Clear structure in a presentation makes it a lot easy to follow what is being said.
mjb409,87,1091,Tutorial1,4,173,30:50.0,1,"This video was helpful, because it gave the intresting idea of telling a story instead of just talking of slides"
mjy27,88,1080,Tutorial1,4,173.1,03:08.0,1,"this was so inspiring, i feel like a changed man"
mlo53,89,1625,Tutorial1,4,170.8,35:26.0,0,very interesting
mma298,90,1398,Tutorial1,4,10.8,54:51.4,0,staying outside the box is effective
mpa602,92,1037,Tutorial1,4,82.2,04:41.2,1,make use of key-cards or sticky notes
mrw113,93,1224,Tutorial1,4,0.2,00:18.2,0,Simple is better
nma171,96,542,Tutorial1,4,158.7,41:24.4,1,Being able to communicate effectively is important to convey your ideas to the audience.
nma171,96,543,Tutorial1,2,163.3,43:06.0,1,Using less is more is an important concept when using visual aids otherwise the audience is distracted or can not interpret the graph.
oad28,97,1165,Tutorial1,2,0,16:56.1,1,keep the powerpoint simple
olt15,98,1546,Tutorial1,4,67.6,47:43.1,0,Tell a Story.
olt15,98,1547,Tutorial1,4,102.5,48:26.6,0,Less is more.
olt15,98,1548,Tutorial1,4,131,49:29.5,0,Can't read slides and truly listen at the same time.
oru11,101,489,Tutorial1,4,110.7,26:58.0,1,Don't have slides with lots of content
osp15,102,1371,Tutorial1,2,0,32:22.4,0,"It was dull, didn't really help at all"
pph32,103,1116,Tutorial1,2,173,55:22.6,1,"I have seen similar videos before. However, this one was quite simple to understand and follow."
rch136,105,841,Tutorial1,4,0,29:54.4,1,"Emphasised how less is more is a useful approach. Despite less on slides does not mean that content needs to be simplified. Using images and flip charts etc can be a good tool to keep people engaged in your content, make the content understandable and convey ones ideas effectively."
rjo84,106,1380,Tutorial1,4,164.7,51:56.5,0,I think it is very important to not display too much information on your slides. I hate when people just read the slide to you and add nothing more
rkn24,107,1361,Tutorial1,4,118.6,43:12.4,0,Limiting the amount of content on each slide makes the audience pay more attention to it.
rpa122,108,1452,Tutorial1,1,91.4,36:41.9,0,Less is more
rpd24,109,1279,Tutorial1,4,107.5,15:16.6,0,keep structure good
rsk39,110,565,Tutorial1,4,13.1,49:36.3,1,The feedback from the audience is the most important part of a presentation as they are the people we speak to. So we have to make the audience engage to our presentation.
rti41,111,611,Tutorial1,3,69.9,49:59.7,1,follow a story structure
rti41,111,612,Tutorial1,4,163,52:06.8,1,"Begin initially with manual planning, ie with a note book and pen"
rtw27,112,813,Tutorial1,4,6.5,39:52.6,1,"I like the comments; ""Less is more and one key idea"""
rtw28,113,1251,Tutorial1,4,173,08:15.2,0,Good insight
rvo16,114,1238,Tutorial1,2,0.3,09:09.3,0,Rather watch a playlist of memes tbh
rwb56,115,1693,Tutorial1,1,165.6,59:53.8,0,"Always good keeping ideas, short and sweet on the slides"
rwm66,116,999,Tutorial1,3,53.4,59:07.9,1,Boring and confusing powerpoint slide organisation
rwm66,116,1001,Tutorial1,4,165.1,02:31.1,1,"doing presentations like a story - with a clear beginning, middle and end"
rwp47,117,722,Tutorial1,4,160.3,14:01.4,1,Good to note that Powerpoint visuals should only be used when necessary rather than to carry a presentation.
sar173,118,886,Tutorial1,2,173,52:13.6,1,"Make an effective speech by choosing the right techniques for your key points, and not making them boring!"
sch329,119,1454,Tutorial1,4,86.2,00:29.8,0,not making your presentation slides too complicated or boring
sch329,119,1455,Tutorial1,3,134.7,01:43.6,0,people cant read the slides and listen to you at the same time
scm90,120,991,Tutorial1,4,0,49:08.6,1,"the saying 'less is more' is useful, good point about not distracting the audience from what you are saying by using complicated powerpoints"
scr70,121,510,Tutorial1,2,0,03:28.8,1,Knowing that the audience cannot listen to the presenter at the same time that they are viewing the slides is useful
scr70,121,511,Tutorial1,3,5.5,03:57.3,1,Using a lot of visuals in presentations is a good idea - it keeps the audience interested
scr70,121,512,Tutorial1,2,6.9,04:28.3,1,It's rather hard sometimes to limit the amount of content on each slide
sfw43,122,1330,Tutorial1,4,159.9,06:00.2,0,Making the slides more simple makes sense
sgb71,123,1176,Tutorial1,4,6.3,26:40.1,1,uses visuals in a good way to help understanding of the information
sgb71,123,1177,Tutorial1,2,73.8,29:34.7,1,clear distinct points that he links together
sgo74,124,924,Tutorial1,4,160.4,56:28.9,1,the story sturcture and linking key ideas to and final conclusion
sha211,125,719,Tutorial1,3,61.3,39:20.2,1,using generic powerpoint = not effective
sha211,125,720,Tutorial1,3,75,39:30.7,1,create a story
sha211,125,721,Tutorial1,3,101.5,40:10.5,1,less = more (simplify everything)
shh49,126,831,Tutorial1,4,0.4,29:18.3,1,"Bad presentations dim prospects of success
Clear points.
Stay low-tech initially
'less is more' with powerpoint
1 key idea per slide (or less)
use supporting images, minimal text.
People can't read and properly listen at the same time.
have notes for me, that no one else sees"
sje101,128,413,Tutorial1,2,0,15:20.8,1,true that more work input gives a better output
sli152,129,1231,Tutorial1,4,63.6,15:02.6,0,Limit a slide to a key idea
smc403,130,681,Tutorial1,2,163.8,58:51.5,1,People can't truly listen while they are reading a slide
spl48,132,746,Tutorial1,4,173,26:35.1,1,Keep slides simple (1 idea per slide)
srd60,133,1319,Tutorial1,4,7,39:14.4,0,It's a good reminder that people can't read and listen at the same time.
srd62,134,1627,Tutorial1,4,162,07:19.4,0,Very interesting
ssa237,135,911,Tutorial1,4,155.6,33:21.5,1,"So basically, don't just put everything on you powerpoint, and just read it out to the audience."
ssa237,135,1095,Tutorial1,4,0,47:46.4,1,"Important points of this video:
Presentation must be like a story
structured: Start, Middle, End.
Less is more
Flow from one point to the next
Have one idea per slide.
Have notes on the powerpoint slide."
sse64,136,1678,Tutorial1,4,0,27:43.5,0,Shows the importance of conveying message and information across clearly as key ideas.
swh81,137,765,Tutorial1,4,133.1,35:14.7,1,"Adding notes to the computer is a good idea, would this be available to us?"
tco50,138,1068,Tutorial1,2,87.2,16:18.8,1,Don't overload with boring information
tco50,138,1069,Tutorial1,4,123.9,17:23.4,1,"'Less is More', Make the slides simple"
tco50,138,1070,Tutorial1,3,136.1,18:01.5,1,Notes view can show you what to say/talk about
tss43,140,1372,Tutorial1,2,0,34:06.6,1,"The audience not being able to listen to you and read the slide at the same time is useful. Having only necessary and brief important information on the slides, and emphasising the important points in the talk"
twe31,142,1118,Tutorial1,4,173,01:50.5,1,That powerpoint should be used as a visual aid and not just for repetition of what is being said verbally.
vmk25,143,1016,Tutorial1,2,173,15:16.7,1,It's crazy how many presentations I've seen that do the whole 'too much information on a slide/ineffective first method'. Definitely does set apart the good presentations to the not so good ones!
wfl16,144,1696,Tutorial1,1,173,31:20.3,0,"People are lazy, they prefer to look at a nice picture and be told whats going on rather than read it themselves"
wfm19,145,1615,Tutorial1,4,169.9,09:09.7,0,Makes sense
yca31,146,1616,Tutorial1,4,0,15:38.3,0,"To make the slides clear, and point out your opinions"
zba24,148,833,Tutorial1,4,107,35:58.8,1,Use anecdotes
zmc21,150,638,Tutorial1,4,91.7,25:57.5,1,Using powerpoint isn't necessarily the best option
zmc21,150,640,Tutorial1,4,117.4,27:02.4,1,Charts should be clear and easy to understand
zmc21,150,641,Tutorial1,2,147.6,27:45.3,1,practice pays off
aco108,2,1090,Tutorial2,2,194.2,55:41.9,1,Great tips
adn28,4,531,Tutorial2,4,0,58:26.8,1,"""Ending is the most memorable part of the presentation."""
ahf30,6,967,Tutorial2,4,85,34:04.2,1,Short an direct not necessarily good
ahf30,6,968,Tutorial2,4,433,37:01.8,1,Create close first
ain23,7,578,Tutorial2,4,451.5,22:46.0,1,Telling a story to engage the audience is a great way to start a presentation to keep them interested
amf120,10,1067,Tutorial2,2,450.8,21:28.7,1,helpful tips on what to prioritize when presenting
arb137,11,1378,Tutorial2,2,456.6,45:14.0,0,"The first and last parts of the presentation have to be good. To firstly attract the audiences attention, and then to keep something in their minds."
ari49,12,951,Tutorial2,2,21,21:58.4,1,I like how he said to keep the beginning and end close together then had a 7 minute long video on it...
ari49,12,952,Tutorial2,4,85.3,23:48.5,1,Is is possible to always make your opening sentence not boring? There are some topics where you might not be able to add humour.
ari49,12,953,Tutorial2,2,242,27:32.2,1,"It is interesting how much time they spend on the opening. In our presentation, will we have this much time?"
ari49,12,954,Tutorial2,4,448.8,30:17.8,1,Isn't our presenation only six minutes? How can we give priority to the first and last 3 minutes then? :D
asc148,13,1610,Tutorial2,4,137,54:05.6,0,Story/effective comment at start
asc148,13,1611,Tutorial2,2,409,56:04.3,0,finish with a quote or message
ayl31,15,1097,Tutorial2,4,449.3,49:16.3,1,I need to remember to have a strong start and finish in my speech
ayl31,15,1098,Tutorial2,3,450,49:55.7,1,I never knew most people remember the start and finish of a speech when they have forgotten most of the speech.
azq10,16,1203,Tutorial2,4,303.4,10:10.6,0,Introduction is one of the key to success
bbu27,17,1557,Tutorial2,4,0,05:21.7,0,"I hadn't previously considered how import the first and last sections of the presentation are for bring across your overall message, I always thought it was the conclusion that people remember the most."
bep29,18,666,Tutorial2,4,0.1,34:02.9,1,The start and end of the presentation is the most important
bep29,18,667,Tutorial2,2,53.4,34:56.0,1,Make the intro interesting - need to engage the audience
bep29,18,668,Tutorial2,1,201.2,37:06.1,1,Relate to topical events
bep29,18,669,Tutorial2,2,294,38:51.2,1,Relate back to your point
bep29,18,670,Tutorial2,4,430.7,41:29.0,1,Potentially create close first and build up from that
bjh158,19,761,Tutorial2,2,123.6,23:03.7,1,the start be attention grabbing
bjh158,19,762,Tutorial2,4,447.4,29:13.0,1,give priority to first and last minutes
bmp62,21,1463,Tutorial2,3,180.9,51:21.5,0,Lots of hand gestures are used
cjv34,26,909,Tutorial2,3,452.6,23:06.0,1,The presenters were good at using their introductions to engage the audience.
clr54,27,1321,Tutorial2,3,0,08:29.7,0,Ensure that your start and end are engaging
cmr140,31,1573,Tutorial2,4,4.5,17:49.7,0,"Primacy-Recency Effect, Introduction and Conclusion both need to be strong. (first and last 3 minutes, very important)."
crf49,32,564,Tutorial2,2,456.6,38:41.1,1,Useful to remember we=hen trying to make the presentation interesting
cwa134,34,686,Tutorial2,2,242.5,03:38.7,1,It was quite slow to getting to the point of the video. It is good how it compares different opening lines however drags on
dle72,37,1666,Tutorial2,2,0,50:09.6,0,Great pitch and hand gestures.
dsr39,38,962,Tutorial2,2,456.6,10:21.7,1,Leave a lasting impression with a good ending
dst71,39,873,Tutorial2,4,28,37:53.9,0,Mhmm yeh bro
dwi65,40,609,Tutorial2,4,27,28:52.8,1,People remember the first and last thing the best.
eba54,41,539,Tutorial2,4,162.6,51:56.9,1,engages the audience with a question. This makes people think about what is being said by making them process a possible answer.
eba54,41,540,Tutorial2,4,390.5,56:31.7,1,Asking the audience to do something. This could work if it doesn't demand much time and effort from the audience after they leave. It is good to keep these simple.
eba54,41,541,Tutorial2,4,420,57:36.9,1,Good use of pause to emphasise the point being made.
egr52,42,1170,Tutorial2,4,133.5,33:13.3,1,It is useful to use techniques such as rhetorical questions or stories to get the audience's attention.
ema110,43,1364,Tutorial2,4,297.5,22:46.0,0,Great examples
gco62,48,876,Tutorial2,4,456.6,23:12.1,1,focussing on the first and last 3 minutes of the presentation.
hal66,49,580,Tutorial2,2,126.8,15:12.8,1,Punchy opener. Keep it interesting.
hal66,49,581,Tutorial2,2,306.1,18:12.6,1,Ending should leave a lasting impression.
jah276,54,843,Tutorial2,2,0,34:37.9,1,"First and foremost, from my point of perspective, the presenters here are quite slow at speaking and it is boring. The only person I can bare is the Asian guy.
So, I would say that yes, tagline and attention catcher is indeed important but it also relies on the pace of speaking."
jam366,55,1039,Tutorial2,4,431.8,43:57.2,1,Having a clear point you want the audience to reach before planning your presentation seems a good idea.
jan110,56,694,Tutorial2,4,258.9,33:28.7,1,"Beginning a presentation with an interesting fact that either directly relates or can relate easily to the overall topic of the presentation appears to work well. The way in which it is presented - confidently, loudly, etc. is also very important."
jan110,56,695,Tutorial2,3,393.2,38:03.9,1,"This seems highly applicable to university study as well; is incentive based study (ie. if you get good grades you will get a ""good"" job) the best way to motivate students?"
jan110,56,697,Tutorial2,4,417.9,39:30.6,1,Analogies work well to summarise but only if they are not too complex.
jan110,56,698,Tutorial2,3,436.7,40:26.8,1,Seems logical.(start at the end and work backwards)
jch359,57,1657,Tutorial2,1,0,47:54.6,0,it was cool
jda135,58,947,Tutorial2,4,456.6,45:10.8,1,"The start and end of a presentation are most important, therefore it iws essential to put the most effort into these areas."
jfm94,60,1550,Tutorial2,4,29.1,51:45.3,0,"found this helpful, as i didn't realise the start and ending of a presentation were so important."
jhd35,61,1415,Tutorial2,4,382.6,21:25.3,0,"Make sure the first and last 3 minutes of the presentation is strong
."
jhz11,62,1189,Tutorial2,4,307.4,17:04.8,1,This is a good point. Keep them thinking after the presentation.
jjt59,63,567,Tutorial2,3,453,03:28.5,1,Good for how to open and close presentations
jmc564,64,1210,Tutorial2,4,348.5,10:22.1,0,"The ending does not need to be a huge point, but it needs to have an impact since this is what the audience takes away."
jmi109,65,1441,Tutorial2,4,450.8,40:43.1,0,"Have an engaging start. Make sure points are strong and concise, and for the ending sum up important points."
jmp216,66,500,Tutorial2,4,44.8,07:39.0,1,Helpful concept
jpa197,67,767,Tutorial2,4,4.1,22:58.7,1,"Strong, concise, exciting start.
repeat important points.
Relate to other things.
GRAB ATTENTION
Give priority to first and last 3 minutes"
jrc152,68,1658,Tutorial2,4,46.2,47:57.5,0,Book ends to talk
jrc152,68,1670,Tutorial2,2,318.2,52:47.7,0,strong start and end
kbj13,69,674,Tutorial2,2,453.2,33:32.8,1,"Have heard the same thing many times, about the focus on the beginning and end, the video was to long and was counter intuitive to the video, i.e. was not exciting at the start or the finish"
ksb44,71,1281,Tutorial2,4,15.3,56:16.0,0,'bookend your talk'
ksb44,71,1282,Tutorial2,4,144.8,58:00.7,0,start with anecdotes or facts
ksb44,71,1283,Tutorial2,4,449,01:09.5,0,"give extra attention to the first and last minutes of the presentation, these are the points that the audience will remember the most"
lco72,72,1673,Tutorial2,4,0,30:31.1,0,The second introduction is way better than the first.... It makes you think more and become engaged with the speech
lem72,73,934,Tutorial2,2,173.3,24:44.8,1,Beginning and endings are important
lem72,73,935,Tutorial2,4,309.8,27:14.9,1,Ending is most important
lfa69,74,1604,Tutorial2,3,456.6,48:57.7,0,Interesting
lfu24,75,1401,Tutorial2,4,66.1,01:22.2,0,Have a srtong opening and closing
lfu24,75,1402,Tutorial2,3,214.6,03:51.5,0,Audience interaction
lfu24,75,1403,Tutorial2,4,447.3,05:03.2,0,keep audiences attention in the first and last minutes
lgr44,76,620,Tutorial2,3,70.3,00:03.6,1,make opening and closing interesting
lib17,78,752,Tutorial2,3,29.7,23:38.6,1,Didn't know that people only remember the first and last parts of the presentation
lkh56,79,985,Tutorial2,2,61.4,02:55.1,1,have a powerful start that engages the audience and is interesting
lsc74,81,1022,Tutorial2,2,436.4,52:15.0,1,An attention grabbing opening makes a big difference
mba168,82,1288,Tutorial2,2,18.9,26:20.8,0,"have a good beginning, a good ending, and have them close together"
mba168,82,1289,Tutorial2,3,201,30:18.2,0,people remember the first and last things the most
mba168,82,1290,Tutorial2,4,272.7,30:55.2,0,start with something interesting to get the audiences attention
mba168,82,1291,Tutorial2,4,311.1,32:10.1,0,"leave the most important point to last, as it will be the most memorable"
mbw49,83,1045,Tutorial2,3,35.1,48:32.9,1,People remember the first and last bits of the presentation
mbw49,83,1046,Tutorial2,2,205.1,51:51.4,1,All these guys start their presentations with a clever little anecdote
mbw49,83,1047,Tutorial2,2,222,52:26.1,1,Used a question to engage his audience
mbw49,83,1048,Tutorial2,2,394.3,55:49.4,1,She leaves a strong idea for the audience to consider when they leave
mbw49,83,1049,Tutorial2,3,435.8,57:19.8,1,"Could start with the conclusion and work backwards, so you know where it ends and you can tailor the beginning to match."
mfu36,84,422,Tutorial2,4,22,57:06.9,1,Keep beginning and ending close together
mfu36,84,423,Tutorial2,4,42.4,57:48.4,1,People get bored in the middle of presentations
mfu36,84,424,Tutorial2,4,303.5,02:39.7,1,End of talk may be more important than beginning
mfu36,84,425,Tutorial2,4,449.8,05:58.5,1,First and last three minutes are classified as beginning and ending
mgb79,85,922,Tutorial2,4,23.6,12:27.7,1,Shortand concise is often effective
mgd37,86,412,Tutorial2,4,451.5,36:22.6,1,"The examples were helpful, but the presenter (Mark Powell??) was a good example of a fidgety presenter that distracts you from what is actually being said."
mjb409,87,1094,Tutorial2,3,456.7,41:01.9,1,It's important to make sure the first and last 3 minutes are the best. I found this useful and when doing my presentation I have learnt I should plan the ending first
mjy27,88,1081,Tutorial2,4,456.6,14:12.0,0,Interesting to see how important openings and closings to presentations are
mrw113,93,1225,Tutorial2,3,205.9,01:47.7,0,Apologizing for people not hearing or technical difficulties
nla57,94,535,Tutorial2,4,50,34:35.9,1,"""Bookend your talk"" - Both the opening and closing of your presentation needs to be strong as it is all most people remember from a presentation."
nma171,96,544,Tutorial2,4,8.5,45:33.1,1,The opening and close for a presentation is the most important and remembered part
nma171,96,545,Tutorial2,2,325.7,49:47.2,1,Leaving a lasting impression in the conclusion is important.
oad28,97,1166,Tutorial2,4,1.9,52:29.2,1,you need to have a strong beginning and end
olt15,98,1551,Tutorial2,4,44.7,52:37.2,0,"Bookend your talk, good beginning and good end. Keep the two as close as together."
oqg10,99,1088,Tutorial2,4,447.4,35:58.7,1,I agree that starting by writing the end will help to give a direction and focus to the presentation. Great advice!
orp13,100,881,Tutorial2,4,43.8,10:41.8,1,"""Bookend your talk"", having a strong beginning and end."
orp13,100,882,Tutorial2,4,134.4,12:51.1,1,Opening with a relevant and interesting story and rhetorical questions to lead into the presentation
osp15,102,1432,Tutorial2,2,136.8,43:45.5,0,So use excessive buzz words in the introduction?
pph32,103,1120,Tutorial2,4,452.9,04:32.8,1,It helps to realize how much important the beginning and the end are to the presentation.
psa67,104,1681,Tutorial2,4,257,59:49.4,0,Helps me know how to keep the audience's attention
rch136,105,846,Tutorial2,4,11.2,44:42.4,1,Primacy recency effect- make sure to cover key points in the start and end- 3min- don't waste time with other details and keep it interesting to keep listener engaged.
